CustomerKey;CountryCode;FirstName;LastName;BirthDate;MaritalStatus;Gender;YearlyIncome;TotalChildren;EnglishEducation;EnglishOccupation;HouseOwnerFlag;NumberCarsOwned
11750;AUS;Latoya;She;01.09.1984;M;F;60000;2;Bachelors;Professional;1;1
11751;HMD;Victoria;Gonzales;01.01.1976;M;F;80000;4;Graduate Degree;Management;1;1
11752;GUF;Lauren;Bryant;01.05.1981;M;F;80000;4;Graduate Degree;Management;1;1
11753;TCA;Felicia;Ortega;01.09.1975;M;F;80000;4;Graduate Degree;Management;1;1
11754;TLS;Janet;Ortega;01.01.1976;M;F;90000;2;Bachelors;Professional;1;0
11755;JPN;Willie;Pal;01.11.1973;M;M;60000;2;Bachelors;Professional;1;1
11756;MDA;Linda;Ortega;01.03.1974;S;F;60000;2;Bachelors;Professional;0;1
11757;CAF;Vincent;Cai;01.05.1979;M;M;70000;5;Bachelors;Professional;1;3
11758;TCA;Colin;Yuan;01.12.1979;M;M;70000;5;Bachelors;Professional;1;3
11759;PAN;Dawn;Nath;01.11.1980;M;F;110000;1;Graduate Degree;Management;0;1
11760;GUF;Melody;Moreno;01.04.1973;M;F;70000;5;Bachelors;Professional;1;4
11761;PAN;Edgar;Mehta;01.10.1972;S;M;70000;5;Bachelors;Professional;1;4
11762;HRV;Randall;Gomez;01.02.1984;M;M;70000;5;Bachelors;Professional;1;4
11763;NPL;Ross;Fernandez;01.08.1972;M;M;80000;5;Graduate Degree;Management;1;2
11764;LCA;Jessie;Ramos;01.01.1973;S;F;80000;5;Graduate Degree;Management;1;3
11765;PAK;Marc;Torres;01.04.1983;M;M;80000;5;Bachelors;Professional;1;3
11766;LBR;Candace;Raman;01.01.1972;S;F;90000;0;Bachelors;Professional;0;0
11767;HMD;Meagan;Madan;01.05.1977;S;F;90000;0;Bachelors;Professional;0;0
11768;AFG;Clayton;Nara;01.04.1983;M;M;90000;2;Bachelors;Professional;1;0
11769;PCN;Haley;Hernandez;01.02.1979;S;F;50000;0;Graduate Degree;Skilled Manual;1;0
11770;ATG;Peter;Nara;01.02.1979;S;M;50000;0;Graduate Degree;Skilled Manual;0;0
11771;ZAF;Isaac;Rivera;01.04.1979;S;M;50000;0;Graduate Degree;Skilled Manual;0;0
11772;LAO;Cameron;Moore;01.01.1984;M;M;50000;1;Graduate Degree;Skilled Manual;1;0
11773;BMU;Gavin;Diaz;01.01.1979;S;M;50000;1;Graduate Degree;Skilled Manual;1;0
11774;OMN;Emma;Sanchez;01.10.1978;M;F;50000;1;Graduate Degree;Skilled Manual;1;0
11775;NIC;Sierra;Roberts;01.11.1978;S;F;50000;1;Graduate Degree;Skilled Manual;1;0
11776;SOM;Seth;Mitchell;01.12.1978;M;M;50000;1;Graduate Degree;Skilled Manual;1;0
11777;AND;Miranda;Long;01.01.1978;S;F;40000;1;Graduate Degree;Skilled Manual;1;0
11778;FRA;Haley;Henderson;01.09.1976;S;F;60000;1;Graduate Degree;Skilled Manual;1;0
11779;SUR;Sarah;Jackson;01.01.1977;S;F;60000;1;Graduate Degree;Skilled Manual;1;0
11780;CPV;Jessica;Alexander;01.05.1977;S;F;60000;1;Graduate Degree;Skilled Manual;1;0
11781;UKR;Carlos;Gray;01.09.1976;M;M;60000;1;Graduate Degree;Skilled Manual;1;0
11782;CAF;Barbara;Jai;01.03.1982;M;F;60000;1;Graduate Degree;Skilled Manual;1;0
11783;LAO;Sara;Mitchell;01.11.1982;M;F;60000;1;Graduate Degree;Skilled Manual;1;0
11784;CMR;Jose;Turner;01.06.1978;M;M;40000;1;Graduate Degree;Skilled Manual;1;0
11785;CCK;Theodore;Diaz;01.02.1983;M;M;40000;1;Bachelors;Skilled Manual;1;0
11786;ARM;Ian;Murphy;01.03.1978;S;M;60000;1;Graduate Degree;Skilled Manual;1;0
11787;GLP;Jerry;Nath;01.03.1978;M;M;60000;1;Graduate Degree;Skilled Manual;1;0
11788;SHN;Destiny;James;01.08.1977;S;F;70000;1;Graduate Degree;Professional;1;0
11789;GAB;Bailey;Phillips;01.02.1981;M;F;50000;1;Bachelors;Skilled Manual;1;0
11790;AGO;Timothy;Gonzalez;01.05.1981;M;M;50000;1;Bachelors;Skilled Manual;1;0
11791;TUV;Chase;Morgan;01.10.1975;M;M;60000;1;Graduate Degree;Professional;1;0
11792;OMN;Alexia;Perry;01.11.1974;M;F;40000;1;Bachelors;Skilled Manual;1;1
11793;HND;Xavier;Rogers;01.03.1980;M;M;40000;1;Bachelors;Skilled Manual;1;1
11794;KGZ;Lauren;Ross;01.05.1975;S;F;40000;2;Bachelors;Skilled Manual;1;0
11795;BTN;Nicole;Thomas;01.08.1974;S;F;40000;2;Bachelors;Skilled Manual;1;0
11796;LKA;Isabel;Jenkins;01.08.1985;S;F;40000;2;Bachelors;Skilled Manual;0;0
11797;ALB;Devin;Coleman;01.03.1980;S;M;40000;2;Bachelors;Skilled Manual;1;0
11798;ARM;Brendan;Chande;01.08.1974;M;M;40000;2;Bachelors;Skilled Manual;1;0
11799;SLB;Jessie;Wang;01.09.1980;M;M;40000;2;Bachelors;Skilled Manual;1;0
11800;YEM;Jennifer;Baker;01.05.1975;M;F;60000;1;Graduate Degree;Professional;1;0
11801;SVK;Aaron;Sharma;01.03.1975;M;M;60000;1;Graduate Degree;Professional;1;0
11802;OMN;Madison;Taylor;01.02.1977;M;F;60000;1;Graduate Degree;Professional;1;0
11803;BGD;Jan;Hernandez;01.03.1977;S;F;60000;1;Graduate Degree;Professional;1;0
11804;ESP;Haley;Turner;01.10.1976;M;F;60000;1;Graduate Degree;Professional;1;0
11805;VIR;Richard;Green;01.09.1976;M;M;70000;2;Graduate Degree;Professional;1;0
11806;CAF;Jennifer;Stewart;01.08.1982;M;F;70000;2;Graduate Degree;Professional;1;0
11807;UZB;Lucas;Baker;01.03.1977;M;M;70000;3;Graduate Degree;Professional;1;0
11808;SWZ;James;Parker;01.10.1974;M;M;60000;1;Graduate Degree;Professional;1;0
11809;SVK;Juan;Gray;01.07.1973;M;M;60000;2;Bachelors;Skilled Manual;1;0
11810;KWT;Antonio;Washington;01.01.1978;S;M;40000;0;Bachelors;Professional;0;1
11811;UZB;Abigail;Brooks;01.06.1978;S;F;40000;0;Bachelors;Professional;1;1
11812;KNA;Andrew;Rodriguez;01.03.1973;M;M;40000;0;Bachelors;Professional;0;1
11813;LBY;Mary;Patterson;01.05.1973;M;F;40000;0;Bachelors;Professional;0;1
11814;GGY;Dalton;Morgan;01.01.1976;M;M;60000;2;Graduate Degree;Professional;1;0
11815;VEN;Hannah;Patterson;01.04.1981;M;F;70000;3;Graduate Degree;Professional;1;0
11816;UZB;Joe;Torres;01.10.1981;M;M;70000;4;Graduate Degree;Professional;1;0
11817;ITA;Morgan;Miller;01.11.1981;S;F;70000;4;Graduate Degree;Professional;1;0
11818;TKM;Daniel;Garcia;01.10.1975;M;M;70000;4;Graduate Degree;Professional;1;0
11819;KNA;Jose;Lal;01.04.1973;M;M;70000;2;Bachelors;Skilled Manual;1;1
11820;CCK;Katelyn;Lopez;01.08.1977;M;F;60000;0;Graduate Degree;Professional;1;0
11821;MLT;Austin;Johnson;01.10.1971;M;M;60000;0;Graduate Degree;Professional;1;0
11822;BIH;Rohinton;Wadia;01.12.1971;M;F;60000;0;Graduate Degree;Professional;1;0
11823;BLZ;Morgan;Turner;01.10.1977;M;F;70000;0;Graduate Degree;Professional;1;0
11824;TZA;Jill;Martin;01.10.1977;M;F;70000;4;Graduate Degree;Professional;1;0
11825;BWA;Aimee;She;01.11.1971;S;F;70000;5;Graduate Degree;Professional;1;0
11826;GTM;Jessie;Alonso;01.08.1971;M;F;70000;5;Graduate Degree;Professional;1;0
11827;MWI;Sara;Baker;01.09.1980;M;F;60000;2;Graduate Degree;Professional;1;0
11828;NIC;Katherine;Martinez;01.06.1980;M;F;70000;5;Graduate Degree;Professional;1;2
11829;CCK;Sophia;Campbell;01.05.1975;M;F;70000;5;Graduate Degree;Professional;1;2
11830;SEN;Taylor;Garcia;01.07.1974;M;F;80000;3;Graduate Degree;Professional;1;0
11831;MAR;Christian;Ross;01.05.1975;M;M;80000;3;Graduate Degree;Professional;1;0
11832;IRQ;Zoe;Murphy;01.04.1976;S;F;40000;0;Bachelors;Professional;0;1
11833;ARG;Oscar;Price;01.01.1982;M;M;80000;3;Bachelors;Skilled Manual;1;1
11834;TON;Fernando;Flores;01.04.1982;S;M;80000;3;Bachelors;Skilled Manual;0;1
11835;TLS;Elijah;Russell;01.12.1970;S;M;80000;3;Bachelors;Skilled Manual;1;2
11836;GAB;Garrett;Travers;01.10.1970;M;M;80000;3;Bachelors;Skilled Manual;1;2
11837;NER;Haley;Alexander;01.08.1976;S;F;80000;3;Bachelors;Skilled Manual;1;2
11838;BGD;Justin;Rodriguez;01.08.1970;S;M;80000;3;Bachelors;Skilled Manual;0;2
11839;BHR;Tyler;Brown;01.07.1976;S;M;60000;0;Graduate Degree;Professional;1;1
11840;NPL;Julian;Patterson;01.05.1976;M;M;60000;0;Graduate Degree;Professional;1;1
11841;BEN;Sean;Nelson;01.09.1969;M;M;40000;0;Bachelors;Professional;0;1
11842;FJI;Justin;Wilson;01.04.1970;S;M;50000;4;Bachelors;Skilled Manual;1;3
11843;NAM;Christy;Nara;01.11.1975;S;F;50000;4;Bachelors;Skilled Manual;0;3
11844;BLM;Michele;Alvarez;01.10.1969;S;F;50000;4;Bachelors;Skilled Manual;1;3
11845;GMB;Natalie;Jones;01.02.1930;S;F;30000;2;High School;Skilled Manual;0;2
11846;HND;Savannah;Reed;01.12.1969;S;F;50000;4;Bachelors;Skilled Manual;1;2
11847;BLM;Cassidy;Diaz;01.05.1970;S;F;50000;4;Bachelors;Skilled Manual;0;2
11848;MNG;Joshua;Lewis;01.02.1975;M;M;50000;4;Bachelors;Skilled Manual;1;2
11849;MSR;Faith;Reed;01.03.1970;S;F;50000;4;Bachelors;Skilled Manual;1;2
11850;SXM;Brooke;Ramirez;01.09.1980;S;F;50000;4;Bachelors;Skilled Manual;1;2
11851;CHL;Jada;Mitchell;01.03.1969;S;F;60000;4;Bachelors;Professional;1;2
11852;GAB;Kyle;Russell;01.04.1969;S;M;60000;4;Bachelors;Professional;0;2
11853;ZWE;Grace;Jones;01.11.1979;S;F;60000;0;Bachelors;Professional;1;1
11854;LBY;Jason;Mitchell;01.10.1973;S;M;60000;2;Graduate Degree;Professional;0;0
11855;MNG;Christian;Walker;01.08.1974;M;M;60000;4;Bachelors;Professional;1;4
11856;SVN;Seth;Hernandez;01.02.1969;M;M;60000;3;Graduate Degree;Professional;1;0
11857;TLS;Isabella;Young;01.03.1974;S;F;60000;3;Graduate Degree;Professional;0;0
11858;GHA;Jordan;Coleman;01.06.1968;M;M;40000;3;High School;Skilled Manual;1;2
11859;LUX;Blake;Garcia;01.03.1968;M;M;70000;1;Partial College;Skilled Manual;1;1
11860;FRO;Nicole;Walker;01.07.1967;M;F;70000;1;Partial College;Skilled Manual;1;1
11861;ATA;Katherine;Carter;01.10.1967;M;F;70000;1;Partial College;Skilled Manual;1;1
11862;LSO;Olivia;Peterson;01.09.1972;S;F;40000;4;High School;Skilled Manual;1;2
11863;MDV;Jessica;Wood;01.04.1967;M;F;60000;1;Partial College;Skilled Manual;1;1
11864;MCO;Elizabeth;Thompson;01.03.1967;M;F;60000;1;Partial College;Skilled Manual;1;1
11865;BRA;Chloe;Rivera;01.08.1966;M;F;60000;1;Partial College;Skilled Manual;1;1
11866;MLI;Lucas;Scott;01.12.1966;M;M;60000;1;Partial College;Skilled Manual;0;1
11867;POL;Nathaniel;James;01.04.1971;M;M;40000;4;High School;Skilled Manual;1;2
11868;CHL;Jessica;Peterson;01.01.1973;S;F;70000;0;Partial College;Skilled Manual;1;1
11869;AFG;Kaitlyn;Adams;01.05.1984;S;F;70000;0;Partial College;Skilled Manual;0;1
11870;DZA;Jillian;Garcia;01.07.1978;S;F;70000;0;Partial College;Skilled Manual;0;1
11871;COK;Dalton;Bennett;01.08.1978;S;M;70000;0;Partial College;Skilled Manual;0;1
11872;CHN;Faith;Patterson;01.07.1978;S;F;60000;0;Graduate Degree;Professional;0;1
11873;GEO;Ryan;Zhang;01.10.1972;M;M;60000;0;Graduate Degree;Professional;0;1
11874;ERI;Adrian;Bell;01.03.1978;S;M;60000;0;Bachelors;Professional;0;1
11875;MHL;Jonathan;Brown;01.01.1966;M;M;60000;1;Partial College;Skilled Manual;0;1
11876;IND;Madison;White;01.05.1966;M;F;60000;1;Partial College;Skilled Manual;1;1
11877;AUT;Alexis;Diaz;01.04.1966;M;F;60000;1;Partial College;Skilled Manual;1;1
11878;SAU;Christine;Nara;01.02.1971;M;F;60000;1;Partial College;Skilled Manual;1;1
11879;ITA;Edgar;Sai;01.09.1971;M;M;60000;1;Partial College;Skilled Manual;1;1
11880;MAF;Melissa;Sanchez;01.02.1965;M;F;60000;1;Partial College;Skilled Manual;1;1
11881;ZAF;Richard;Mitchell;01.01.1965;M;M;60000;4;Bachelors;Professional;1;0
11882;MHL;Patrick;Stewart;01.09.1975;M;M;60000;4;Bachelors;Professional;1;0
11883;NOR;Hannah;Anderson;01.02.1965;M;F;70000;5;Graduate Degree;Professional;1;3
11884;VCT;Latoya;Shen;01.04.1970;M;F;80000;5;Graduate Degree;Professional;1;0
11885;NRU;Kurt;Sharma;01.09.1970;M;M;80000;2;Graduate Degree;Professional;1;0
11886;GHA;Katelyn;Parker;01.07.1963;M;F;60000;3;Bachelors;Professional;1;1
11887;TUR;Joseph;White;01.10.1963;M;M;60000;1;Bachelors;Professional;1;1
11888;DJI;Aaron;Ross;01.12.1969;M;M;60000;1;Bachelors;Professional;1;1
11889;SYR;Blake;Patterson;01.11.1963;S;M;60000;1;Bachelors;Professional;1;1
11890;ISL;Whitney;Lopez;01.05.1964;M;F;70000;5;Graduate Degree;Professional;1;1
11891;MNG;Jamie;Liang;01.09.1969;M;F;70000;5;Graduate Degree;Professional;1;2
11892;IMN;Julio;Ortega;01.04.1975;M;M;90000;1;Graduate Degree;Management;1;0
11893;UKR;Orlando;Carlson;01.08.1974;M;M;90000;2;Graduate Degree;Management;1;0
11894;BLM;Ann;Gonzalez;01.04.1980;M;F;100000;1;Graduate Degree;Management;1;0
11895;BFA;Dustin;Chander;01.01.1975;M;M;100000;1;Graduate Degree;Management;1;0
11896;BLZ;Frank;Carlson;01.05.1975;M;M;100000;1;Graduate Degree;Management;1;0
11897;ARG;Orlando;Ashe;01.05.1974;S;M;60000;2;Bachelors;Professional;0;1
11898;SOM;Angela;Henderson;01.12.1975;M;F;80000;4;Graduate Degree;Management;1;1
11899;ISR;Brenda;Perez;01.03.1976;S;F;80000;4;Graduate Degree;Management;1;1
11900;KIR;Byron;Carlson;01.03.1981;S;M;90000;2;Bachelors;Professional;1;0
11901;MDV;Stacy;Alvarez;01.08.1973;S;F;60000;2;Bachelors;Professional;0;1
11902;MWI;Drew;Pal;01.09.1972;M;M;70000;5;Bachelors;Professional;1;3
11903;GTM;Kate;Raji;01.10.1985;S;F;110000;1;Graduate Degree;Management;1;0
11904;PER;Kaylee;Cook;01.05.1986;S;F;110000;1;Graduate Degree;Management;1;1
11905;SGP;Isaiah;Ramirez;01.12.1974;S;M;110000;1;Graduate Degree;Management;1;1
11906;ESP;Gabriella;Sanders;01.08.1972;M;F;80000;5;Graduate Degree;Management;1;3
11907;COM;Sarah;Garcia;01.03.1973;S;F;80000;5;Graduate Degree;Management;1;3
11908;KOR;Rafael;Tang;01.01.1972;S;M;80000;5;Graduate Degree;Management;1;3
11909;COL;Nichole;She;01.08.1971;M;F;80000;5;Graduate Degree;Management;0;3
11910;BRB;Jaclyn;Zheng;01.12.1971;M;F;80000;5;Graduate Degree;Management;1;3
11911;BRA;Rachael;Kapoor;01.05.1972;M;F;80000;5;Graduate Degree;Management;1;3
11912;MHL;Rachael;Sai;01.06.1971;S;F;60000;3;Bachelors;Professional;1;1
11913;ROU;Rebecca;Robinson;01.12.1970;M;F;60000;3;Bachelors;Professional;1;1
11914;TUR;Meagan;Rana;01.05.1979;S;F;70000;0;Bachelors;Professional;0;1
11915;BES;Philip;Carlson;01.09.1973;S;M;70000;0;Bachelors;Professional;1;1
11916;CHL;Joe;Rana;01.09.1976;S;M;70000;0;Bachelors;Professional;0;1
11917;MDA;Roy;Sanz;01.04.1971;S;M;70000;0;Bachelors;Professional;1;1
11918;GNB;Kaylee;Hill;01.08.1969;M;F;60000;3;Bachelors;Professional;1;2
11919;CMR;Warren;Andersen;01.08.1969;M;M;60000;4;Bachelors;Professional;1;2
11920;PLW;Adrienne;Gomez;01.02.1975;S;F;60000;4;Bachelors;Professional;1;3
11921;CHL;Gilbert;Zhu;01.06.1970;M;M;60000;4;Bachelors;Professional;1;3
11922;BEN;James;Davis;01.02.1985;S;M;90000;4;Partial College;Skilled Manual;0;2
11923;ECU;Sarah;Bryant;01.04.1985;M;F;60000;0;Partial College;Skilled Manual;0;1
11924;AFG;Ian;Long;01.04.1985;S;M;60000;0;Partial College;Skilled Manual;0;1
11925;ARM;Ashlee;Jai;01.05.1984;S;F;40000;0;Partial College;Skilled Manual;1;1
11926;LTU;Eduardo;Foster;01.09.1983;S;M;40000;0;Partial College;Skilled Manual;0;1
11927;MAC;Nicole;Murphy;01.01.1984;S;F;40000;0;Partial College;Skilled Manual;0;1
11928;TUV;Isabella;Morris;01.03.1984;M;F;60000;0;Partial College;Skilled Manual;1;2
11929;PCN;Virginia;Gonzalez;01.08.1962;S;F;30000;2;Partial College;Clerical;1;2
11930;TLS;Jaclyn;Nara;01.10.1952;M;F;20000;4;High School;Skilled Manual;0;2
11931;SYR;Marcus;Adams;01.05.1984;S;M;70000;0;Partial College;Skilled Manual;1;2
11932;LKA;Elizabeth;Coleman;01.02.1984;M;F;70000;0;Partial College;Skilled Manual;0;2
11933;SRB;Mathew;Rubio;01.09.1982;S;M;40000;0;Partial High School;Clerical;0;2
11934;BRB;Justin;Shan;01.04.1983;S;M;40000;0;Partial High School;Clerical;1;2
11935;NOR;Jessica;Taylor;01.05.1983;S;F;30000;0;Partial College;Skilled Manual;1;1
11936;GIN;Hunter;Clark;01.10.1982;M;M;30000;0;Partial College;Skilled Manual;1;1
11937;MAC;Devin;Perez;01.12.1982;M;M;30000;0;Partial College;Skilled Manual;0;2
11938;MAR;Seth;Alexander;01.03.1983;M;M;60000;0;Partial College;Skilled Manual;1;2
11939;NIU;Kevin;Washington;01.12.1982;S;M;60000;0;Partial College;Skilled Manual;0;2
11940;AND;Tyler;Miller;01.01.1983;M;M;100000;3;Bachelors;Management;1;3
11941;GGY;Adam;Roberts;01.05.1982;S;M;60000;0;Partial College;Skilled Manual;1;2
11942;CAF;George;Gonzalez;01.12.1954;M;M;20000;2;Partial High School;Clerical;1;2
11943;AUS;Dawn;Huang;01.08.1954;M;F;20000;2;Partial High School;Clerical;1;2
11944;NER;Rachael;Rodriguez;01.04.1956;S;F;30000;3;Partial College;Clerical;0;2
11945;VCT;Dennis;Huang;01.03.1986;M;M;20000;0;Partial College;Skilled Manual;0;2
11946;FRO;Brandy;Saunders;01.07.1956;S;F;30000;3;High School;Skilled Manual;1;2
11947;BGR;Jenny;Zheng;01.04.1957;S;F;30000;3;High School;Skilled Manual;0;2
11948;LIE;Tasha;Xu;01.10.1956;M;F;30000;3;High School;Skilled Manual;1;2
11949;NGA;Julia;Brooks;01.05.1986;S;F;70000;0;Partial College;Skilled Manual;1;2
11950;SSD;Jordan;Carter;01.03.1985;M;F;70000;0;Partial College;Skilled Manual;1;2
11951;DJI;Lacey;Huang;01.02.1958;M;F;40000;2;Partial College;Skilled Manual;1;2
11952;NOR;Dorothy;Robinson;01.03.1960;S;M;80000;2;Partial College;Skilled Manual;0;2
11953;BLR;Courtney;Wright;01.03.1981;S;F;40000;0;High School;Skilled Manual;0;2
11954;ITA;Joseph;Garcia;01.02.1981;M;M;60000;0;Partial College;Skilled Manual;1;2
11955;BLM;Gabriel;Green;01.10.1980;S;M;60000;0;Partial College;Skilled Manual;1;2
11956;VIR;Alexandria;Sandberg;01.08.1985;S;F;40000;0;High School;Skilled Manual;1;2
11957;SWZ;Courtney;Hernandez;01.02.1979;S;F;60000;0;Partial College;Skilled Manual;0;2
11958;ECU;Dylan;Lal;01.07.1978;S;M;70000;0;Partial College;Professional;1;2
11959;AIA;Elizabeth;Davis;01.10.1978;S;F;70000;0;Partial College;Professional;0;2
11960;CMR;Ana;Griffin;01.12.1978;S;F;70000;0;Partial College;Professional;0;2
11961;LIE;Anne;Alvarez;01.12.1978;S;F;70000;0;Partial College;Professional;1;2
11962;LBY;Alexandra;Roberts;01.05.1982;S;F;60000;0;Partial College;Professional;0;2
11963;LIE;Antonio;Patterson;01.12.1960;M;M;80000;2;High School;Skilled Manual;0;2
11964;LVA;Sharon;Salavaria;01.02.1967;S;M;70000;2;High School;Skilled Manual;0;2
11965;FSM;Katie;She;01.04.1962;S;F;70000;2;High School;Skilled Manual;1;2
11966;SPM;Rafael;Black;01.02.1967;S;M;70000;2;High School;Skilled Manual;1;2
11967;HND;Latasha;Munoz;01.08.1962;S;F;80000;2;High School;Professional;1;2
11968;SWZ;Kelsey;Becker;01.04.1964;S;F;130000;0;Graduate Degree;Management;0;2
11969;TKL;Randy;Xu;01.01.1964;S;M;130000;0;Graduate Degree;Management;0;2
11970;SRB;Bailey;Collins;01.11.1984;S;F;80000;0;Bachelors;Management;0;1
11971;PCN;Amanda;Adams;01.03.1979;S;F;80000;0;Bachelors;Management;0;1
11972;CYM;Katherine;Williams;01.09.1979;M;F;60000;0;Partial College;Professional;0;2
11973;GIB;Caroline;Barnes;01.08.1979;S;F;60000;0;Partial College;Professional;0;2
11974;SWZ;Randy;Sun;01.08.1979;S;M;60000;0;Partial College;Professional;0;2
11975;GAB;Destiny;Garcia;01.04.1980;S;F;60000;0;High School;Professional;0;2
11976;ZMB;Audrey;Ramos;01.05.1970;S;F;120000;1;Bachelors;Management;0;3
11977;GIN;Bonnie;Jai;01.11.1964;M;F;130000;0;Graduate Degree;Management;1;3
11978;GHA;Jackson;Washington;01.10.1977;M;M;130000;0;Graduate Degree;Management;1;3
11979;CYM;Christopher;Johnson;01.11.1962;M;M;80000;2;Partial High School;Skilled Manual;0;2
11980;YEM;Kimberly;Richardson;01.06.1963;S;F;60000;2;High School;Professional;0;2
11981;SLV;Alexandria;Howard;01.08.1962;S;F;60000;2;High School;Professional;0;2
11982;EGY;Alexandra;Foster;01.10.1962;S;F;60000;2;High School;Professional;1;2
11983;DEU;Cheryl;Ortega;01.02.1968;M;F;70000;3;Partial College;Professional;1;0
11984;ATG;Alex;Campbell;01.12.1962;M;M;80000;2;Bachelors;Management;1;0
11985;TLS;Melanie;Hughes;01.05.1963;M;F;80000;2;Bachelors;Management;0;1
11986;BEN;Max;Alvarez;01.01.1969;S;M;70000;0;Bachelors;Professional;1;1
11987;GIN;Diane;Vazquez;01.05.1973;M;F;90000;4;Bachelors;Professional;1;0
11988;TKL;Kathryn;Chapman;01.02.1968;S;F;70000;1;Partial College;Skilled Manual;1;1
11989;HTI;Kara;Anand;01.03.1984;S;F;70000;1;Partial College;Skilled Manual;1;1
11990;BES;Joanna;Vazquez;01.01.1968;S;F;70000;1;Partial College;Skilled Manual;1;1
11991;JEY;Frederick;Martinez;01.02.1968;M;M;60000;1;Bachelors;Professional;1;1
11992;BEN;Tonya;Chande;01.06.1972;S;F;60000;1;Partial College;Skilled Manual;1;1
11993;OMN;Rosa;Wang;01.09.1977;S;F;60000;1;Partial College;Skilled Manual;0;1
11994;LBR;Leah;Hu;01.10.1977;S;F;110000;0;Graduate Degree;Management;0;3
11995;BEN;Kelvin;Carson;01.12.1965;M;M;60000;1;Partial College;Skilled Manual;1;1
11996;SDN;Veronica;Srini;01.01.1966;S;F;60000;1;Partial College;Skilled Manual;1;1
11997;UZB;Kristina;Kapoor;01.04.1971;M;F;60000;1;Partial College;Skilled Manual;1;1
11998;MDV;Donna;Sharma;01.02.1966;M;F;60000;1;Partial College;Skilled Manual;1;1
11999;SUR;Johnny;Shan;01.12.1965;M;M;60000;1;Partial College;Skilled Manual;1;1
12000;CYM;Ashley;Russell;01.09.1970;S;F;70000;0;Bachelors;Professional;0;1
12001;TGO;Shannon;Yang;01.12.1981;S;F;80000;5;Bachelors;Professional;1;4
12002;PYF;Adriana;Lopez;01.08.1969;S;F;70000;0;Bachelors;Professional;1;1
12003;BLR;Audrey;Munoz;01.09.1979;S;F;70000;0;Bachelors;Professional;1;1
12004;SWE;Jarrod;Suri;01.12.1974;S;M;70000;0;Bachelors;Professional;0;2
12005;SVK;Gilbert;Shen;01.07.1973;M;M;60000;1;Partial College;Skilled Manual;1;1
12006;GRD;Richard;Blue;01.03.1973;M;M;70000;5;Partial College;Skilled Manual;1;2
12007;TJK;Shannon;Sun;01.01.1967;M;F;60000;1;Partial College;Skilled Manual;1;1
12008;KGZ;Sharon;Yuan;01.02.1967;M;F;70000;5;Partial College;Skilled Manual;1;2
12009;TUN;Ann;Martinez;01.01.1963;S;F;80000;1;Partial College;Skilled Manual;1;1
12010;CYM;Max;Serrano;01.08.1962;M;M;80000;1;Partial College;Skilled Manual;1;1
12011;ALB;Morgan;Johnson;01.08.1940;S;F;30000;2;Partial College;Clerical;0;2
12012;PAK;Monica;Schmidt;01.10.1971;M;F;60000;3;Partial College;Skilled Manual;0;2
12013;GUY;Kayla;Lewis;01.09.1958;S;F;30000;2;Partial College;Clerical;1;2
12014;MAF;Devin;Sanders;01.08.1954;M;M;10000;2;High School;Skilled Manual;1;2
12015;MDV;Jacob;White;01.01.1982;S;M;30000;0;High School;Skilled Manual;0;2
12016;TUN;Meredith;Serrano;01.06.1981;S;F;40000;0;High School;Skilled Manual;0;1
12017;COG;David;Simmons;01.04.1982;M;M;40000;0;High School;Skilled Manual;1;2
12018;LUX;Devin;Henderson;01.01.1986;M;M;30000;0;High School;Skilled Manual;1;2
12019;UMI;Gabrielle;Cox;01.05.1986;S;F;30000;0;High School;Skilled Manual;0;2
12020;ZMB;Olivia;Rogers;01.03.1985;M;F;30000;0;High School;Skilled Manual;1;2
12021;CAN;Deborah;Yuan;01.08.1951;S;F;10000;5;High School;Skilled Manual;0;2
12022;TUN;Jose;Wright;01.05.1986;S;M;40000;0;High School;Skilled Manual;1;2
12023;LBR;Fernando;Johnson;01.01.1984;S;M;30000;0;Partial High School;Clerical;0;2
12024;UMI;Samuel;Edwards;01.12.1983;S;M;40000;0;High School;Skilled Manual;1;2
12025;PRT;Logan;Diaz;01.12.1983;M;M;40000;0;High School;Skilled Manual;1;2
12026;BLM;Lucas;Flores;01.01.1984;M;M;40000;0;High School;Skilled Manual;0;2
12027;IRQ;Haley;Wood;01.04.1984;M;F;40000;0;High School;Skilled Manual;1;2
12028;JPN;Sarah;Lewis;01.05.1983;S;F;30000;0;Partial High School;Clerical;0;2
12029;VNM;Damien;Hu;01.04.1983;M;M;30000;0;Partial High School;Clerical;0;2
12030;IND;Ana;Washington;01.08.1982;S;F;40000;0;High School;Skilled Manual;1;2
12031;ZWE;Logan;Jai;01.04.1985;S;M;30000;0;Partial High School;Clerical;0;2
12032;EGY;Tyler;Taylor;01.11.1984;S;M;30000;0;Partial High School;Clerical;0;2
12033;THA;Kristen;Guo;01.10.1984;S;F;40000;0;High School;Skilled Manual;0;2
12034;GLP;Julian;Long;01.09.1946;M;M;40000;2;Bachelors;Management;1;2
12035;PRI;Gerald;Prasad;01.12.1946;M;M;40000;2;Bachelors;Management;0;2
12036;CAF;Summer;Lopez;01.08.1946;M;F;40000;2;Bachelors;Management;1;2
12037;TWN;Patricia;Chapman;01.03.1949;S;F;40000;2;Bachelors;Management;1;2
12038;BEL;George;Vance;01.02.1949;S;M;40000;2;Bachelors;Management;1;2
